"listeners_cum","artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","liveness_.","speechiness_.","streams"
74886858,1,"Donnerstag",3,"September",12755,8,344,97,945,15,2,126,"B","Minor",81,59,90,36,3,21.16507001346
6888210,1,"Mittwoch",1,"October",574,4,38,101,26,1e-04,1e-04,102,"C#","Major",58,29,94,9,11,19.1628029906339
7724586,1,"Freitag",1,"April",2499,1e-04,70,1e-04,49,1e-04,1e-04,82,"A","Major",70,31,34,11,4,19.2444994478563
65682546,1,"Donnerstag",3,"December",10426,2,133,109,182,1,10,121,"C#","Minor",46,53,78,72,6,20.5328597490199
46949295,2,"Freitag",3,"March",15894,8,198,13,544,1e-04,60,103,"F#","Minor",70,92,83,7,6,21.3124483610725
71040155,1,"Freitag",2,"June",9424,1e-04,202,50,463,4,2,108,"F","Minor",82,88,76,12,9,21.0077604104668
20408823,1,"Mittwoch",1,"September",713,7,2,4,6,1e-04,1e-04,85,"F","Minor",65,36,47,12,10,19.0185889681715
9374601.5,2,"Montag",1,"March",7758,28,173,79,175,1e-04,168,125,"C#","Minor",84,70,69,5,5,19.9527874005693
107146882,1,"Freitag",1,"October",2537,2,8,18,20,1e-04,1,120,"D","Major",69,40,39,13,6,19.6695710892271
33448691.3333333,3,"Sonntag",1,"July",292,6,26,98,4,1e-04,1e-04,94,"Keine Angabe","Major",58,44,57,10,3,19.7197808213562
240181,3,"Mittwoch",93,"January",323,1e-04,4,1e-04,14,1e-04,1e-04,130,"F#","Minor",65,49,80,7,5,18.3219484022258
44225542,2,"Sonntag",11,"January",14143,4,56,38,1891,1,2,110,"E","Major",74,51,74,29,4,21.1148108207813
30048293,1,"Freitag",29,"October",25653,1e-04,387,132,2094,1e-04,2,150,"G","Major",34,33,63,7,4,21.0946772680153
11972079,1,"Sonntag",39,"January",22153,1e-04,274,111,1302,1e-04,2,107,"B","Minor",74,88,65,46,3,20.870975338855
2897143,1,"Mittwoch",65,"January",14994,1e-04,191,168,206,1e-04,2,140,"G#","Major",70,85,41,45,5,20.4608791482275
1603597,1,"Dienstag",66,"January",10326,1e-04,165,99,104,1e-04,2,119,"D","Major",74,78,37,6,3,20.4239180680828
18369871,1,"Freitag",12,"October",12353,1e-04,35,1e-04,549,1e-04,1e-04,93,"E","Major",35,38,23,29,3,20.5095303110485
65440977,1,"Freitag",10,"December",9408,1e-04,231,106,439,1e-04,2,133,"G","Major",46,53,63,30,18,20.5418987001488
3235697,1,"Montag",60,"October",8879,1e-04,182,107,160,1e-04,1,202,"G","Major",24,76,60,12,4,20.3135398095009
7396321,1,"Montag",64,"November",6512,1e-04,88,1,277,1e-04,1e-04,134,"C#","Major",45,72,24,18,4,19.9167038563317
50435385,1,"Sonntag",6,"January",5140,1e-04,85,110,500,1e-04,2,105,"C#","Major",72,33,51,9,3,20.3523539831596
19664685,1,"Freitag",10,"October",6596,1e-04,144,99,251,1e-04,1e-04,160,"G#","Major",51,69,81,21,5,20.0002483826627
7272965,1,"Sonntag",53,"November",3788,1e-04,21,3,10,1e-04,1e-04,148,"D","Major",50,96,82,34,4,20.0694057981026
18369871,1,"Freitag",12,"October",7655,1e-04,5,1e-04,291,1e-04,1e-04,151,"G","Major",65,70,47,9,4,19.9814425552116
73566642,1,"Samstag",12,"January",9577,1e-04,195,111,310,1e-04,1e-04,162,"F#","Minor",67,88,54,9,4,20.2599169167253
4439765,1,"Freitag",60,"November",10114,1e-04,114,74,262,1e-04,1e-04,92,"D","Major",53,84,77,32,3,19.8185679847181
65682546,1,"Freitag",1,"December",1007,1e-04,5,31,1,1e-04,1e-04,152,"C#","Major",65,35,65,21,7,18.4076900186808
65682546,1,"Freitag",1,"December",1127,1e-04,16,63,8,1e-04,1e-04,65,"A","Minor",71,55,26,13,8,18.5236799418926
3690400.25,4,"Mittwoch",52,"December",10829,1e-04,130,1,390,1e-04,1e-04,147,"D","Major",33,39,61,77,3,19.9478077675003
44467492.5,2,"Donnerstag",1,"December",1042,1e-04,7,29,3,1e-04,1e-04,150,"A#","Minor",73,71,69,32,9,18.3588668915314
528907,1,"Dienstag",71,"January",7930,1e-04,108,120,73,1e-04,1e-04,140,"Keine Angabe","Major",67,81,36,15,3,19.7958924082347
8898384,1,"Freitag",77,"November",11500,1e-04,140,72,251,1e-04,1e-04,139,"C#","Major",36,22,15,11,4,19.7810724183875
13046415,1,"Freitag",44,"November",1685,1e-04,1,1e-04,29,1e-04,1e-04,95,"B","Major",75,74,58,9,3,19.8167756400531
788419,1,"Sonntag",39,"November",14169,1e-04,209,30,449,1e-04,1e-04,115,"Keine Angabe","Major",60,23,57,27,3,19.9928267051754
38047841,2,"Freitag",1,"December",1634,1e-04,16,20,4,1e-04,1e-04,125,"F#","Major",62,59,43,11,5,18.5166566112285
65682546,1,"Freitag",1,"December",906,1e-04,6,21,3,1e-04,1e-04,76,"Keine Angabe","Major",60,19,20,11,5,18.2938951869295
1368403,1,"Sonntag",39,"January",1087,1e-04,90,35,5,1e-04,1e-04,101,"C#","Minor",72,91,87,13,3,19.6781093428759
8569586.5,2,"Sonntag",73,"January",10585,1e-04,126,108,406,1e-04,1e-04,143,"D","Major",60,86,32,34,6,19.9751307516394
65682546,1,"Freitag",1,"December",827,1e-04,6,18,1,1e-04,1e-04,119,"G","Minor",51,51,66,9,23,18.1193228219125
62493506,2,"Donnerstag",1,"December",1420,4,13,87,17,1e-04,46,78,"A","Major",67,22,59,15,16,18.8631457548852
1319743.66666667,3,"Donnerstag",81,"January",11940,1e-04,73,79,123,1e-04,1e-04,96,"A","Major",23,19,25,40,3,19.7958924082347
2955699,1,"Mittwoch",37,"January",888,1e-04,50,1e-04,6,1e-04,1e-04,180,"A","Major",51,87,58,18,4,19.8781434006075
988715,1,"Freitag",60,"November",9122,1e-04,121,58,212,1e-04,1e-04,126,"D#","Major",34,35,76,8,5,19.3076133073367
65682546,1,"Freitag",1,"December",892,1e-04,3,17,2,1e-04,1e-04,150,"F","Major",43,42,44,15,6,17.995463663665
65682546,1,"Freitag",1,"December",989,1e-04,5,9,1,1e-04,1e-04,90,"D","Major",53,47,74,34,4,18.0282330159155
65682546,1,"Freitag",1,"December",819,1e-04,14,22,1e-04,1e-04,1e-04,160,"F","Major",72,78,68,11,12,17.9429525408576
61010364,2,"Freitag",6,"November",2209,1e-04,72,90,141,1e-04,1e-04,114,"Keine Angabe","Major",59,60,94,10,4,18.7261305659166
1254607.33333333,3,"Mittwoch",65,"January",6290,1e-04,89,39,158,1e-04,1e-04,113,"G","Major",73,72,32,15,5,19.5058648365993
35170508,1,"Dienstag",23,"November",6952,1e-04,115,53,286,1e-04,1e-04,147,"Keine Angabe","Major",67,69,72,19,3,19.3804789032619
4716134.5,2,"Freitag",1,"November",313,2,10,6,7,1,9,100,"B","Minor",70,92,59,10,3,18.7332228466867
3231068,1,"Freitag",1,"December",353,2,2,74,14,1e-04,2,155,"G#","Major",49,42,77,12,9,18.7253041555875
65682546,1,"Freitag",2,"December",4094,1e-04,66,96,43,1e-04,1e-04,107,"G","Minor",54,41,39,11,16,19.6924333959493
54741288.5,2,"Freitag",1,"December",880,1e-04,3,7,10,1e-04,1e-04,112,"G#","Major",80,15,54,38,5,18.5218825521613
5881854,1,"Montag",1,"October",573,1e-04,1,1e-04,18,1e-04,24,166,"C#","Major",70,57,57,11,7,19.5255065354349
8898384,1,"Donnerstag",64,"January",3299,1e-04,65,39,41,1e-04,1e-04,107,"F#","Minor",69,96,36,8,4,18.659915848961
65682546,1,"Freitag",1,"December",811,1e-04,6,11,3,1e-04,1e-04,81,"G#","Major",47,33,68,22,38,17.8610929706245
65682546,1,"Freitag",1,"December",899,1e-04,2,14,2,1e-04,1e-04,150,"C#","Major",79,77,46,11,7,17.8562906345604
82326548.5,2,"Freitag",1,"October",2415,1e-04,33,57,30,1e-04,11,110,"A","Major",66,19,32,12,4,19.5945155077707
107146882,1,"Freitag",1,"October",2304,1e-04,12,16,14,1e-04,1e-04,108,"G","Major",64,4,40,10,6,19.5767010010598
3202578.25,4,"Mittwoch",1,"September",1003,1e-04,21,1e-04,44,1e-04,1e-04,130,"E","Minor",89,48,74,7,36,18.5703442945129
107146882,1,"Freitag",1,"October",2699,1e-04,39,35,22,2,1e-04,164,"G","Major",70,39,56,9,7,19.6091572220239
41669648.5,2,"Freitag",1,"May",2482,20,27,77,22,2,1e-04,114,"B","Minor",80,42,68,66,4,20.2260614333808
11783778,2,"Dienstag",18,"September",2577,1e-04,108,56,30,1e-04,1e-04,93,"F","Major",63,93,88,12,4,19.0116704846369
35390350,2,"Freitag",2,"June",6821,34,83,58,128,7,1e-04,90,"C#","Minor",87,51,69,9,8,20.511688803563
65682546,1,"Donnerstag",1,"December",714,1e-04,1e-04,9,2,1e-04,1e-04,128,"B","Major",45,35,68,39,8,17.7126830584726
62624987,2,"Freitag",1,"May",3185,4,38,64,37,3,36,97,"A","Major",83,47,80,24,9,20.2364091200565
6911175,1,"Mittwoch",65,"January",8612,1e-04,120,30,52,1e-04,1,152,"G","Minor",69,94,71,7,8,19.3182001884365
17139173,1,"Dienstag",66,"January",4326,1e-04,32,3,65,1e-04,1e-04,175,"G#","Major",51,94,34,10,5,19.0009976853604
65682546,1,"Freitag",1,"December",680,1e-04,2,15,1,1e-04,1e-04,116,"D","Major",61,48,55,16,8,17.7598397531548
35905887,2,"Freitag",1,"December",398,1e-04,2,2,6,1e-04,2,80,"F","Minor",33,51,59,44,6,18.1740119821187
28987151,2,"Donnerstag",1,"August",3328,13,39,50,57,3,1,93,"B","Minor",63,34,86,21,39,19.5911055868408
8380615,1,"Freitag",2,"August",7215,1e-04,170,12,575,18,2,122,"E","Major",70,42,54,37,5,20.7308494376187
104681090,1,"Freitag",1,"January",4440,1e-04,81,77,133,1e-04,2,122,"G","Major",70,91,79,7,10,19.6048369898651
104681090,1,"Freitag",1,"January",2881,6,13,89,34,1e-04,3,135,"A","Minor",70,60,58,16,3,19.7848607962981
8653469,3,"Mittwoch",1,"January",2235,1e-04,65,7,70,16,6,109,"F","Major",60,45,47,31,5,19.6722589823607
104681090,1,"Freitag",1,"January",3711,1e-04,49,88,62,1e-04,2,93,"Keine Angabe","Minor",65,82,74,32,5,19.6434550923049
4561395,2,"Freitag",2,"August",12403,1e-04,183,63,465,1e-04,11,125,"B","Minor",85,64,81,7,9,20.3298868011335
3574177.42857143,7,"Freitag",2,"November",2785,1e-04,95,89,44,1e-04,2,206,"Keine Angabe","Minor",58,83,45,11,8,19.8856013515766
35173989,1,"Donnerstag",2,"June",14114,17,252,109,965,20,2,130,"G","Major",76,44,77,13,3,20.9932070521477
104681090,1,"Freitag",1,"January",1915,1e-04,7,47,15,1e-04,1e-04,121,"G","Minor",80,62,51,9,8,18.5966347038968
104681090,1,"Freitag",1,"January",2297,1e-04,11,29,14,1e-04,1e-04,123,"F#","Minor",74,35,73,21,5,18.5768600418847
10704155,1,"Freitag",6,"June",4375,1e-04,24,1e-04,396,1e-04,1e-04,122,"B","Minor",67,50,67,30,4,20.6045352184752
104681090,1,"Freitag",1,"January",2800,1e-04,18,77,61,1e-04,1,143,"Keine Angabe","Major",53,50,79,8,3,19.1171268321281
104681090,1,"Freitag",2,"August",2597,1e-04,17,80,38,1e-04,1e-04,121,"A#","Minor",70,35,77,26,4,18.6880769653242
57679764,1,"Freitag",2,"May",15563,6,259,55,461,1,2,166,"F#","Minor",56,68,66,11,18,21.3582750850947
34914347.3333333,3,"Freitag",1,"January",1420,1e-04,7,18,7,1e-04,1e-04,135,"C#","Major",41,27,64,60,3,18.2940267675916
104681090,1,"Freitag",1,"January",1292,1e-04,3,18,14,1e-04,1e-04,87,"E","Minor",49,49,59,35,21,18.4317688827021
68361350.5,2,"Freitag",2,"April",15867,1e-04,382,65,497,1e-04,12,111,"G#","Major",77,74,66,13,3,21.1778175801928
70476697,2,"Freitag",1,"January",1178,1e-04,9,10,9,1e-04,1e-04,110,"D","Major",75,85,84,31,19,18.3335532802249
71040155,1,"Freitag",2,"June",6672,1e-04,125,36,150,1e-04,2,130,"C#","Major",66,19,61,9,7,20.764953128669
26644725,1,"Freitag",3,"September",12329,1e-04,275,19,738,1e-04,2,179,"G#","Minor",61,76,51,38,15,21.2745278438701
10940297,1,"Freitag",4,"July",5669,2,74,1e-04,262,14,2,93,"F","Minor",74,53,73,13,4,20.404214007878
104681090,1,"Freitag",1,"January",811,1e-04,1,8,6,1e-04,1e-04,78,"A","Minor",27,10,49,49,5,17.8032628462257
2180508,1,"Freitag",2,"November",1756,1e-04,38,48,20,1e-04,1e-04,180,"D","Major",65,37,58,4,31,19.4055961547389
104681090,1,"Freitag",1,"January",1014,1e-04,1,17,11,1e-04,1e-04,86,"A","Minor",28,13,41,19,3,18.1276705824098
26644725,1,"Freitag",2,"September",7963,1e-04,173,7,298,1e-04,4,88,"C#","Minor",74,55,85,5,22,20.6407503625871
81557316,2,"Freitag",2,"November",4771,1e-04,68,18,75,1e-04,1,97,"C#","Major",68,72,78,7,5,20.1063299276265
20754947,1,"Freitag",6,"December",8559,1e-04,183,64,964,9,75,134,"B","Minor",71,59,80,36,5,21.0364771070756
8680370.5,2,"Montag",3,"September",3221,2,67,13,139,1e-04,40,116,"D","Major",75,36,76,10,10,20.1754439744483
42035611.3333333,3,"Dienstag",2,"October",3423,26,61,65,53,6,1e-04,170,"E","Minor",64,14,70,9,8,20.46907279056
9123034,1,"Freitag",2,"September",2566,13,44,109,131,1e-04,2,140,"C#","Minor",83,40,55,14,23,20.5766498601501
1553962,2,"Donnerstag",2,"November",9151,6,240,107,268,1e-04,5,118,"G","Minor",75,46,76,9,4,20.3016925540006
67568121,1,"Freitag",2,"July",8476,1e-04,138,133,283,1e-04,2,65,"Keine Angabe","Major",31,31,24,14,4,20.7784735029255
64162036,2,"Freitag",2,"October",7495,17,114,172,284,2,2,120,"Keine Angabe","Minor",56,16,67,11,4,20.2322334237656
4,2,"Freitag",2,"May",5257,6,85,43,134,1e-04,2,176,"D#","Major",29,12,33,12,5,20.9309755846852
8045039,1,"Freitag",2,"September",1795,1e-04,34,23,118,1e-04,2,180,"G#","Minor",59,69,61,46,36,20.1836658055543
57679764,1,"Freitag",2,"January",12685,3,185,61,485,1e-04,2,144,"A#","Major",59,21,43,10,7,21.3428440841221
2721176,3,"Dienstag",2,"November",648,1,14,3,81,1e-04,1e-04,133,"F#","Minor",82,52,61,14,27,19.2989972932711
107146882,1,"Freitag",2,"November",4635,5,50,49,30,1,2,93,"Keine Angabe","Major",63,21,52,9,3,20.1848754502038
104681090,1,"Freitag",1,"January",1184,1e-04,1,5,6,1e-04,1e-04,122,"A#","Major",77,25,62,23,3,17.9713190602649
53769202,1,"Freitag",2,"November",4431,1e-04,105,7,199,1e-04,1e-04,88,"C#","Major",53,55,73,3,5,19.9601568778035
19611791.25,4,"Mittwoch",1,"January",759,3,32,1e-04,12,1e-04,1e-04,170,"F","Minor",70,61,44,37,4,19.2833195283182
104681090,1,"Freitag",1,"January",733,1e-04,1e-04,2,2,1e-04,1e-04,94,"F","Minor",46,55,50,10,11,17.551380128562
1398453,1,"Donnerstag",2,"November",2795,1e-04,45,1e-04,107,1e-04,1e-04,170,"A#","Major",65,46,47,13,16,19.2327622704899
5401243.66666667,3,"Mittwoch",2,"October",2780,2,54,21,57,1,1e-04,90,"E","Minor",79,79,70,66,8,19.7899058913949
44635206,1,"Mittwoch",2,"December",1950,1e-04,56,8,104,1e-04,10,78,"G","Major",40,7,29,9,3,19.4756929292547
34778147,1,"Freitag",5,"March",3947,12,33,102,93,1e-04,30,94,"D","Major",57,36,58,15,3,20.212057149821
28542140,1,"Samstag",2,"October",2551,1e-04,52,15,35,1e-04,1,73,"D","Major",83,11,41,36,14,19.6525977253839
50366669.5,2,"Dienstag",2,"August",5375,10,138,24,133,1e-04,1,176,"C#","Major",73,79,86,7,18,20.3284455600544
41914709,1,"Montag",3,"November",11975,8,188,75,268,6,16,128,"D#","Minor",81,57,63,10,4,20.8791089098682
4519977,3,"Freitag",4,"August",2696,1e-04,42,2,57,1e-04,2,120,"G#","Major",58,44,60,5,6,20.108078674305
31922556.6666667,3,"Freitag",2,"November",4963,1e-04,63,40,76,1e-04,1e-04,82,"D","Major",63,85,62,35,4,19.7649809342384
7308727.66666667,3,"Freitag",3,"March",6734,1e-04,47,14,90,1e-04,1,95,"D","Major",77,40,47,9,3,20.0893516336087
104681090,1,"Freitag",1,"January",715,1e-04,1e-04,1,2,1e-04,1e-04,118,"Keine Angabe","Major",44,52,94,4,29,17.4347174542997
25211113,1,"Freitag",2,"October",3047,9,77,31,85,5,28,123,"B","Minor",75,93,86,14,3,20.051639054528
40807873.3333333,3,"Freitag",2,"March",14140,1e-04,231,52,612,6,2,90,"Keine Angabe","Major",63,49,68,42,18,21.0920266147792
41669648.5,2,"Freitag",3,"October",11215,21,189,166,525,9,25,110,"E","Minor",73,14,57,11,5,21.2904890225445
30836303.5,2,"Mittwoch",2,"December",1678,12,20,4,15,1,3,96,"C#","Minor",66,76,82,10,32,19.7402782216791
10695864,1,"Sonntag",1,"January",2035,1e-04,41,122,394,1e-04,2,88,"D","Minor",56,58,55,23,11,18.5051054366903
32225301,3,"Mittwoch",2,"September",2780,2,86,76,59,1e-04,16,98,"A","Minor",73,60,85,24,5,19.8947463772267
10213128,3,"Freitag",2,"September",4091,1e-04,105,2,73,13,1,110,"Keine Angabe","Minor",72,67,68,14,4,19.8582398644277
15977764,1,"Freitag",3,"July",2868,1e-04,43,15,116,1e-04,2,80,"Keine Angabe","Major",70,57,49,12,8,20.0331972346976
13231099.6666667,3,"Donnerstag",2,"September",3643,1e-04,69,3,70,1e-04,3,110,"C#","Minor",86,31,53,11,6,19.6849917168356
30422141,1,"Freitag",2,"May",4779,6,180,135,223,1e-04,5,110,"G#","Major",79,70,36,6,11,20.857488838979
38034604,3,"Freitag",1,"January",3517,1e-04,54,28,43,1e-04,1e-04,78,"C#","Minor",77,49,42,13,19,19.5565732231514
87860622.5,2,"Donnerstag",2,"June",5073,1e-04,83,9,100,1e-04,4,129,"G#","Major",83,44,62,8,6,20.3267449844605
57679764,1,"Donnerstag",2,"April",7545,4,117,39,141,1e-04,46,181,"A","Major",44,22,60,42,9,20.9518988193264
30422141,1,"Freitag",3,"August",8528,5,239,163,583,1e-04,2,114,"F#","Minor",75,74,77,9,10,21.2497076854765
1668971,1,"Freitag",2,"November",2979,1e-04,44,1e-04,159,1e-04,1e-04,144,"D","Major",74,39,65,11,35,19.3171590637625
60387872.5,2,"Freitag",4,"January",7731,2,110,145,447,1e-04,46,101,"D","Major",66,18,68,12,4,20.3474581043766
15308179.5,2,"Donnerstag",2,"October",1057,1e-04,17,5,21,1e-04,1e-04,84,"D","Major",67,78,63,12,5,19.3816165810968
43476064,3,"Donnerstag",2,"July",3272,19,101,34,70,1,2,154,"F#","Major",66,63,69,11,7,20.2290443008597
31922556.6666667,3,"Freitag",2,"March",14417,1e-04,237,123,569,1e-04,10,148,"F","Major",59,72,62,9,3,20.832909931765
48053878.6666667,3,"Freitag",2,"September",5199,1e-04,45,43,45,1e-04,3,146,"F","Minor",85,22,37,7,30,20.2032026479495
744661.5,2,"Sonntag",2,"August",6026,1e-04,171,51,187,1,21,120,"B","Minor",77,51,79,26,6,20.1557900454556
52340545,2,"Donnerstag",2,"November",4640,3,81,93,507,6,4,136,"Keine Angabe","Minor",77,82,30,13,5,19.7416547850762
3348744,3,"Freitag",2,"November",1150,1e-04,20,38,12,1e-04,1e-04,141,"C#","Major",59,56,63,6,36,19.0355265847772
104681090,1,"Freitag",1,"January",768,1e-04,1,1,3,1e-04,1e-04,108,"A","Minor",46,23,48,14,4,17.2799822557435
25211113,1,"Freitag",2,"November",925,1e-04,24,47,74,1e-04,1e-04,94,"Keine Angabe","Major",42,47,36,9,5,18.9339618585317
8604369,1,"Sonntag",8,"May",3006,3,23,21,121,1e-04,13,180,"A","Major",35,41,94,5,5,20.5301909311825
31986536,1,"Mittwoch",2,"September",3098,1e-04,111,5,182,1,1e-04,122,"A#","Major",77,51,79,16,5,19.7112008330938
34778147,1,"Freitag",8,"October",9771,4,42,70,384,1e-04,3,85,"A#","Major",59,33,52,12,3,20.8432404675255
46061297.5,2,"Freitag",1,"January",807,1e-04,3,1e-04,5,1e-04,1e-04,148,"C#","Major",68,29,73,7,7,17.9211401869458
9099068,1,"Mittwoch",2,"December",521,1,17,89,11,1e-04,1e-04,120,"A","Major",83,59,73,5,11,19.3278820761058
12457261.5,2,"Freitag",3,"July",12854,1e-04,237,27,636,1e-04,2,91,"G","Minor",70,76,72,27,4,21.2535424979728
3896275.5,2,"Freitag",2,"November",802,1e-04,13,27,8,1e-04,1e-04,120,"E","Major",72,54,71,10,4,18.8576307657953
11228709,1,"Mittwoch",2,"November",731,1e-04,14,14,24,1e-04,4,106,"Keine Angabe","Major",86,86,79,8,9,19.1082272901983
25392714,1,"Freitag",1,"January",788,1e-04,13,1e-04,32,1,1e-04,110,"A#","Major",63,31,35,29,3,18.6390724792501
57679764,1,"Freitag",2,"May",3069,4,25,46,105,1e-04,45,169,"F#","Major",39,36,45,8,13,20.5614623620382
58120514,1,"Sonntag",2,"August",4651,1e-04,24,6,105,1e-04,1e-04,118,"C#","Major",80,21,55,26,17,19.7459850274225
71040155,1,"Freitag",2,"June",4999,1e-04,43,19,73,12,1e-04,92,"G#","Minor",91,79,66,9,16,20.0631367634732
32564842,1,"Freitag",4,"November",8327,24,205,130,625,1e-04,25,112,"D#","Major",45,19,60,9,6,21.1982851397702
34942065,1,"Freitag",3,"December",3297,3,25,3,52,1e-04,1,140,"D","Major",79,56,91,13,21,20.0435852494226
53769202,1,"Montag",13,"November",35684,6,195,125,6280,2,78,105,"G#","Major",73,52,76,5,3,21.1104311016528
43217186,1,"Donnerstag",2,"July",3506,10,103,76,100,1,1,178,"F","Major",76,63,77,15,22,20.0570408284901
41696132,2,"Donnerstag",2,"December",2999,1e-04,60,17,154,1e-04,22,108,"G","Minor",96,71,42,8,9,19.3811280758847
57679764,1,"Freitag",2,"May",3681,1e-04,20,21,99,1e-04,7,173,"A","Major",40,19,29,34,4,20.4795452493338
9469085,3,"Freitag",2,"May",4846,10,54,16,259,1e-04,13,101,"C#","Major",67,40,90,34,6,19.8621521108302
38175048,1,"Mittwoch",3,"January",14311,1e-04,255,32,582,1e-04,14,120,"G#","Minor",80,24,62,11,23,20.7837451832697
65440977,1,"Freitag",3,"October",8207,1e-04,175,55,95,1e-04,2,144,"Keine Angabe","Major",73,66,80,9,12,20.9484583860302
20754947,1,"Freitag",2,"March",4873,1e-04,65,88,434,3,13,133,"C#","Major",75,96,61,18,4,20.5620055185946
2705422.5,2,"Freitag",2,"October",772,1e-04,7,3,89,1e-04,1e-04,158,"G#","Minor",46,62,83,97,28,19.391060069921
9614388,1,"Freitag",2,"October",1150,1e-04,20,99,44,1e-04,2,120,"A","Major",81,92,90,8,7,19.6616707219592
22718994,1,"Freitag",3,"February",5398,4,111,127,210,1e-04,37,129,"Keine Angabe","Major",61,59,46,13,5,20.6736948122848
49298180.5,2,"Freitag",7,"November",7370,1e-04,92,127,1219,1e-04,62,102,"G","Major",74,45,89,26,13,20.6791731516269
13896628,4,"Freitag",2,"August",6890,1e-04,122,11,201,1e-04,1,124,"G#","Minor",79,79,84,5,5,19.8734321066239
3632617,1,"Mittwoch",7,"April",1966,1e-04,4,2,50,1e-04,1e-04,90,"E","Minor",73,31,45,11,3,18.8695779796179
10055101,1,"Mittwoch",2,"April",2226,1e-04,29,1e-04,44,1e-04,1e-04,161,"F#","Minor",78,65,52,12,31,20.2524866382244
67568121,1,"Donnerstag",6,"March",4204,1e-04,39,45,250,1e-04,1e-04,120,"G","Major",60,11,33,8,5,20.4719354788243
67568121,1,"Mittwoch",2,"July",1959,1e-04,19,1e-04,38,1e-04,1e-04,81,"Keine Angabe","Major",45,12,57,23,3,19.8384620254541
7290847,1,"Dienstag",4,"January",7191,1e-04,146,18,478,1e-04,7,150,"E","Minor",78,47,70,15,9,20.8529547027615
16929367,2,"Donnerstag",2,"September",2012,1e-04,101,12,38,1e-04,1e-04,105,"G#","Major",76,58,84,13,10,19.6882455512964
11089748,1,"Dienstag",2,"August",1211,2,30,2,5,1e-04,6,79,"F#","Major",63,76,67,6,4,19.4861795358652
63924815,1,"Montag",13,"October",7109,2,5,1e-04,862,1e-04,1e-04,146,"C#","Minor",52,7,61,11,3,20.7843201339686
47944119,1,"Freitag",3,"April",6638,1e-04,167,19,318,1e-04,1,124,"E","Major",64,8,37,9,5,20.8888607586258
34956247,1,"Mittwoch",9,"January",17354,8,92,122,1282,1e-04,55,126,"F#","Major",53,66,85,24,4,21.0990147254036
104681090,1,"Freitag",2,"August",6392,1e-04,174,73,344,1e-04,1e-04,121,"G#","Major",75,53,74,11,5,19.885560599218
54790625.6666667,3,"Freitag",2,"September",5481,1e-04,144,30,86,1e-04,1e-04,136,"B","Minor",80,33,60,32,14,20.00980547562
41914709,1,"Freitag",2,"June",2636,3,36,82,39,1e-04,5,102,"A","Minor",77,26,63,11,5,19.9596090252009
30928230.6666667,3,"Mittwoch",2,"October",824,1e-04,8,8,8,2,1e-04,77,"G","Major",73,54,74,41,23,20.9249660332906
13715329,1,"Freitag",4,"May",24529,1e-04,533,167,3595,6,2,98,"F#","Minor",82,54,59,18,10,21.7757614696351
28619719,1,"Donnerstag",6,"June",14749,1e-04,188,34,710,1e-04,5,84,"B","Minor",44,22,48,33,24,21.5512476715791
38308032.5,2,"Donnerstag",2,"January",8087,1e-04,92,34,131,1e-04,1e-04,102,"G#","Major",89,77,82,17,11,20.3959077089687
21633663,1,"Donnerstag",10,"August",27221,1e-04,308,118,4534,2,77,120,"G#","Major",42,33,26,13,3,21.4585737301036
28753448,1,"Dienstag",32,"September",49991,9,265,121,12367,4,160,117,"C#","Major",52,73,91,11,7,21.248108517354
8741051,1,"Donnerstag",4,"March",6646,1e-04,107,47,584,1,2,72,"A","Minor",45,27,33,14,4,20.7145642194461
72345532,2,"Freitag",2,"September",5403,6,118,116,96,1e-04,3,168,"C#","Major",67,29,47,22,26,20.2022511774728
11707441,2,"Donnerstag",2,"November",755,4,22,3,1e-04,1e-04,1e-04,94,"C#","Major",52,68,69,33,8,19.1186795115083
1991687,1,"Montag",1,"January",254,1e-04,1e-04,4,23,1e-04,1e-04,145,"G#","Major",41,65,88,26,5,18.0784012156067
33686301,2,"Freitag",2,"August",6308,5,114,15,63,1e-04,2,134,"C#","Major",71,14,61,23,33,20.143845030462
21906188,1,"Dienstag",20,"September",51979,15,306,99,5063,2,120,148,"C#","Major",35,24,93,10,8,21.3147222622556
9078147,1,"Montag",1,"January",246,1e-04,2,12,10,1e-04,1e-04,127,"E","Minor",60,40,89,60,6,18.1636930229368
49123830.3333333,3,"Donnerstag",2,"June",6556,1e-04,93,5,67,1,1e-04,172,"F#","Minor",74,79,66,8,16,20.0856379443711
71040155,1,"Donnerstag",4,"November",5728,1e-04,85,87,179,1e-04,12,90,"B","Major",75,19,46,34,8,20.5789797877655
34744931,2,"Donnerstag",5,"September",16636,12,368,155,2854,6,121,96,"G","Major",57,30,40,26,3,21.4930715531701
9078147,1,"Montag",1,"January",461,1e-04,10,56,17,1e-04,1e-04,138,"G","Minor",74,65,67,36,4,19.1691325094061
40477866,2,"Mittwoch",2,"April",4893,4,143,24,110,1e-04,70,120,"G","Major",72,67,72,13,4,20.295145374914
30422141,1,"Freitag",2,"July",1801,2,77,134,74,1e-04,2,125,"A","Major",70,65,74,34,4,20.2262347101066
